PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
275452308,22039084,3,2022-03-16T20:55:00,"9th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery. / 2701 Simple Assault.,201,6,6,-79.9983479705708,40.4437507921756
276106947,22043365,0,2022-03-23T19:25:00,"600 Block Seagirt St Pittsburgh, PA 15221",N,East Hills,5,99,9993 PFA Service with Weapons Supplement,1306,9,2,-79.8790595903053,40.4520571712353
276396628,22044976,27,2022-03-26T11:09:00,"Shady Ave & Penn Ave Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,708,8,2,-79.9208340774737,40.4598138355556
276403093,22044625,3,2022-03-25T18:47:00,"Reedsdale St & Art Rooney Ave Pittsburgh, PA 15212",N,North Shore,1,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 903 Criminal Conspiracy.,2205,1,6,-80.0145082245382,40.4482646019484
276416625,22045142,0,2022-03-26T18:20:00,"3800 Block Baytree St Pittsburgh, PA 15214",Y,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.0161790105863,40.489355008163
276463210,22045608,99,2022-03-27T17:30:00,"3700 Block Atkins St Pittsburgh, PA 15212",N,Brighton Heights,1,FOUND PROPERTY,9489 Found Property,2708,,,,
276463868,22045637,14,2022-03-27T17:50:00,"2500 Block N Charles Ter Pittsburgh, PA 15214",N,Perry South,1,CRIM MISCHIEF,3304 Criminal Mischief.,2615,,,,
276465806,22045645,6,2022-03-27T03:30:00,"1000 Block Cornell St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2708,1,1,-80.0293297585695,40.4833497780838
276569197,22046105,27,2022-03-28T17:43:00,"200 Block Allies Blvd Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,4,3,-79.9856229912804,40.3995759692895
277846491,22054396,10,2022-04-11T23:10:00,"300 Block Devonshire St Pittsburgh, PA 15213",N,Shadyside,4,SIMPLE ASSAULT,2701 Simple Assault.,709,8,2,-79.946391887865,40.4535587660827
277852460,22054469,0,2022-04-12T03:06:00,"100 Block Bakery Sq (Springhill Suites) Blvd Pittsburgh, PA 15206",N,Larimer,5,99,9998 Overdose Other,1208,,,,
277916986,22054876,0,2022-04-12T19:15:00,"3300 Block Delaware St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2607,,,,
277917145,22054795,6,2022-04-12T16:42:00,"900 Block Woods Run Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,2708,,,-79.8850110668843,40.442948590493
277918661,22054949,26,2022-04-12T22:19:00,"5200 Block Duncan St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1011,7,2,-79.9511928223412,40.4782834572215
275138739,22037404,5,2022-03-14T02:18:00,"2300 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,501,6,3,-79.9739501417396,40.4452063255589
275206314,22037721,27,2022-03-14T08:30:00,"1100 Block Fredonia St Pittsburgh, PA 15220",N,Crafton Heights,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2814,2,5,-80.0421538067369,40.4446699864518
275211767,22037767,14,2022-03-14T06:30:00,"Allegheny Sq E Pittsburgh, PA 15212",N,Allegheny Center,1,CRIM MISCHIEF,3304 Criminal Mischief.,2204,1,1,-80.0070235144175,40.4515019067093
275228534,22037892,10,2022-03-14T23:40:00,"100 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115,,,,
275229129,22037930,10,2022-03-15T00:52:00,"2500 Block Dalemount St Pittsburgh, PA 15216",Y,Beechview,6,HARRASSMENT,2709(a) Harassment.,1920,2,5,-80.0355302344579,40.4052165550558
275298509,22038188,18,2022-03-15T12:47:00,"100 Block Redlyn St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,"13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",3001,3,5,-79.9914631271166,40.4135204056189
276230081,22043969,27,2022-03-24T19:12:00,"Liberty Tunl Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3714 Careless Driving,1706,,,,
276257762,22043193,0,2022-03-23T14:18:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2304,1,1,-80.0009078039902,40.4508935599436
276480691,22045742,26,2022-03-27T23:55:00,"1200 Block Queensbury St Pittsburgh, PA 15205",N,Westwood,6,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,2811,2,5,-80.0488138013105,40.4363855572508
276797205,22047195,27,2022-03-30T16:35:00,"5100 Block Keystone St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,7,2,-79.9540252107534,40.4773451326605
276819181,22047476,21,2022-03-31T01:50:00,"Frankstown Ave & Durango Way Pittsburgh, PA 15221",Y,Homewood North,5,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3736 Reckless Driving / 1301 Registration and Certificate of Title Required. / 3361  Driving Vehicle at Safe Speed. / 3802(a)(1) DUI - General Impairment,1302,9,2,-79.8886746722743,40.455662401086
276821376,22047534,6,2022-03-31T04:37:00,"3500 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2708,1,1,-80.0309685639771,40.4794856987459
276948135,22048416,99,2022-04-01T12:29:00,"1300 Block Oberlin St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1202,,,,
277812690,22054112,4,2022-04-11T12:29:00,"Triangle Park Pittsburgh, PA 15222",Y,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-80.0022160165693,40.4415969721735
277847808,22054438,10,2022-04-12T01:01:00,"1400 Block Evandale Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2715,1,1,-80.0320466240894,40.4701727114909
277855934,22054472,5,2022-04-12T03:04:00,"10 Block Allegheny Ctr Pittsburgh, PA 15212",Y,Allegheny Center,1,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 903 Criminal Conspiracy. / 3503(b)(1)(iii) Fencing or Enclosure,2204,1,1,-80.0070278325912,40.4519174333266
277918416,22054873,99,2022-04-12T19:11:00,"10 Block Brownell St Pittsburgh, PA 15232",N,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),709,8,2,-79.9350392806248,40.4544257703842
275194270,22037576,99,2022-03-14T12:07:00,"6100 Block Carver St Pittsburgh, PA 15206",Y,Larimer,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1208,9,2,-79.9163470628287,40.4657156725257
275215780,22037752,26,2022-03-14T17:20:00,"Hazelwood Ave & Frank St Pittsburgh, PA 15207",N,Hazelwood,4,ESCAPE,5121 Escape. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3301 Driving on Right Side of Roadway. / 1371 Operation Following Suspension of Registration. / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3334 Turning Movements and Required Signals.,1515,5,3,-79.9331093956498,40.4198057904757
-2945000519,22037783,14,2022-03-14T18:35:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,CRIM MISCHIEF,3304 Criminal Mischief.,1921,2,5,-80.0213528738134,40.4421395488467
275229117,22037931,18,2022-03-15T00:58:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2304,1,1,-80.0009078039902,40.4508935599436
275233972,22037995,10,2022-03-15T05:19:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709(a) Harassment.,305,6,3,-79.9799824053927,40.4435889103074
275336362,22038307,99,2022-03-15T17:58:00,"7000 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,AIDED CASE,9497 Aided Case,1301,9,2,-79.8997448319928,40.4618974851509
275352638,22038504,5,2022-03-15T23:31:00,"1700 Block Mt Joseph St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2901,4,3,-79.9913492988381,40.3976002373484
275354797,22038543,0,2022-03-16T01:26:00,"1700 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,99,8106 Shots Fired,2406,1,1,-79.9826568143613,40.4639525304904
276119505,22041845,0,2022-03-16T18:00:00,Zone 4,N,,4,99,6321(a)(1) TSEI(S) Knowingly transmits distributes publishes disseminates electronic comm. w/sexually explicit image of himself,,,,,
276253855,22043921,99,2022-03-24T17:47:00,"50 Block Stewart Ave Pittsburgh, PA 15227",Y,Carrick,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2904,4,3,-79.979216446176,40.3825292232354
276404311,22045039,6,2022-03-26T13:45:00,"1600 Block Tonopah Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,,,,
276946646,22048455,0,2022-04-01T13:52:00,"100 Block Shelby St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9993 PFA Service with Weapons Supplement,2715,2,5,-80.0375314589218,40.4082764791697
276981485,22048692,0,2022-04-01T20:55:00,"5000 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1501,5,3,-79.9462905737231,40.40788810883
277832467,22054311,23,2022-04-11T19:09:00,"7th Ave & Grant St Pittsburgh, PA 15219",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE / 4914 False Identification to Law Enforcement Authorities,201,6,6,-79.994961740797,40.44216497399
-3314157388,22054389,99,2022-04-11T22:48:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,1921,2,5,-80.0036478024497,40.4333960846227
277852521,22054452,0,2022-04-12T02:01:00,"100 Block Liberty Tunl Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): DUI Investigation,1706,6,6,-79.9946158625346,40.4434190143884
-3533056257,22055450,27,2022-04-13T16:56:00,"3200 Block Jane St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,3,3,-79.9627311374832,40.4219785576943
275225194,22037859,6,2022-03-14T21:35:00,"2300 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2614,6,1,-80.0110936313042,40.4663093443434
276877463,22045311,23,2022-03-27T01:52:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,North Shore,2,PUBLIC DRUNKENESS,"5505 Public Drunkenness / 5503 Disorderly Conduct. / 5102 Obstr. Admin. of Justice by Picketing, Etc. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",201,6,6,-79.9960409452176,40.4350395659105
276883885,22047959,6,2022-03-31T17:20:00,"100 Block South Commons Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,2204,1,1,-80.0051923989784,40.4510114242591
276888348,22048026,0,2022-03-31T20:25:00,"Arlington Ave & S 18th St Pittsburgh, PA 15210",Y,South Side Slopes,3,99,9999 9999 - (Misc. Incident):  / 1543 Driving While Operating Privilege is Suspended or Revoked.,1706,3,0,-79.9864606327137,40.4176404448221
276977950,22048658,0,2022-04-01T20:05:00,"Irwin Ave & N Charles St Pittsburgh, PA 15212",N,Perry South,1,99,9999 9999 - (Misc. Incident): Dispatching Wounded Deer,2614,6,1,-80.0171254613277,40.4600721257931
276986767,22048707,99,2022-04-01T22:30:00,"1300 Block Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1918,4,5,-80.0137364976079,40.3891533955715
276986873,22048718,18,2022-04-01T22:00:00,"4100 Block Irvine St Pittsburgh, PA 15207",Y,Hazelwood,4,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,1501,,,,
276994816,22048813,99,2022-04-02T00:56:00,"3200 Block Wainbell Ave Pittsburgh, PA 15216",N,Outside City,OSC,AIDED CASE,9497 Aided Case,5599,,,,
277013950,22048835,5,2022-04-02T02:39:00,"10 Block Fern Cir Pittsburgh, PA 15224",Y,Garfield,5,BURGLARY,3502 Burglary. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1016,9,2,-79.9372175675295,40.4721217538775
275335288,22038367,99,2022-03-15T17:44:00,"5500 Block Black St Pittsburgh, PA 15206",N,East Liberty,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1113,9,2,-79.9298807872568,40.4693956489147
275440790,22038990,14,2022-03-16T16:45:00,"100 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 3503(b.1) Criminal Trespass - Simple Trespasser",2901,4,3,-79.9873681392311,40.3913062841892
275453991,22039118,6,2022-03-16T21:54:00,"7700 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1301,9,2,-79.888065010824,40.455518725726
275528631,22039573,0,2022-03-17T14:05:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): Firearm turned in for Destruction ,305,6,3,-79.9799824053927,40.4435889103074
-3345118108,22039560,6,2022-03-17T13:55:00,"1600 Block Merriman Ct Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9824678565233,40.4310084746335
-3529060338,22044414,11,2022-03-25T12:28:00,"300 Block Raymond St Pittsburgh, PA 15218",N,Swisshelm Park,4,IDENTITY THEFT,4120 Identity Theft,1411,5,3,-79.8993463734254,40.4238314850047
276731102,22046896,6,2022-03-30T07:19:00,"200 Block E Cherryhill St Pittsburgh, PA 15210",Y,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2902,4,3,-79.9861260872546,40.3989715494673
276764621,22047040,24,2022-03-30T12:00:00,"2200 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,509,6,3,-79.9783201165693,40.4482327410463
276815458,22047410,99,2022-03-30T23:06:00,"200 Block Watson Blvd Pittsburgh, PA 15214",N,Summer Hill,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2612,4,5,-79.994601121637,40.3929022683438
276939992,22048298,5,2022-04-01T04:45:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,BURGLARY,3502 Burglary.,1919,4,5,-80.0191898061447,40.3928794375987
276949192,22048429,0,2022-04-01T12:48:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9980468769971,40.4436186700538
276966476,22048456,99,2022-04-01T13:48:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,,,,
276977965,22045634,10,2022-03-27T18:37:00,"1600 Block E Railroad St Pittsburgh, PA 15106",Y,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2018,,,-80.0880948611879,40.393508869192
-3562015822,22038260,6,2022-03-15T13:30:00,"2100 Block Moredale St Pittsburgh, PA 15210",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,3206,4,5,-80.004260337467,40.3971931947955
275324475,22038345,27,2022-03-15T17:00:00,"East End Ave & Waverly St Pittsburgh, PA 15221",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1406,9,3,-79.8949562341223,40.4442490884346
-3415036868,22038371,11,2022-03-15T17:28:00,"500 Block S Winebiddle St Pittsburgh, PA 15224",N,Bloomfield,5,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,804,,,,
275336206,22038353,99,2022-03-15T17:16:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,MENTAL 201/302,9498 302 (Mental),1208,,,,
275350219,22038473,10,2022-03-15T21:16:00,"800 Block Clarissa St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,506,6,3,-79.9598006558135,40.4531354797304
275350253,22038462,6,2022-03-15T21:12:00,"Hillsboro St & Sheraden Blvd Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2018,2,5,-80.0541478146342,40.4533360962561
-3262150990,22038485,6,2022-03-15T22:30:00,"3100 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2023,2,5,-80.0434542351477,40.4010772517516
275352820,22038481,10,2022-03-15T22:41:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1807,3,5,-79.9998207026968,40.4266947312432
275354290,22038522,99,2022-03-16T01:14:00,"900 Block Rue Grande Vue St Pittsburgh, PA 15220",Y,Elliott,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2020,1,1,-80.0239619326626,40.4757614666029
276787582,22047114,6,2022-03-27T20:00:00,"600 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9994765276478,40.4421288537324
276794353,22047283,99,2022-03-30T18:44:00,"20 Block S 10th St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1702,3,3,-79.9889441947875,40.4299278704556
276967753,22048597,99,2022-04-01T17:32:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9231547045145,40.4379249093786
276970483,22048620,6,2022-04-01T18:00:00,"1100 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1806,4,5,-80.004769129109,40.4071141630833
276973036,22022002,99,2022-04-01T18:55:00,"3600 Block Forbes Ave Pittsburgh, PA 15213",Y,Central Oakland,4,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,1517,3,3,-79.9574438099624,40.4402724391202
276985028,22048716,27,2022-04-01T21:40:00,"300 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.9930100472604,40.4113600917377
277032771,22048444,11,2022-04-01T13:25:00,"1800 Block Cliffs St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT BY DECEPTION,3922 Theft by Deception.,305,6,3,-79.9855211588223,40.446214744789
277056921,22046389,99,2022-03-29T12:41:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
277729413,22053680,6,2022-04-10T16:28:00,"5th Ave & Stevenson St Pittsburgh, PA 15219",Y,Bluff,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 1501 Drivers Required to be Licensed.,103,6,3,-79.9864656933491,40.4386152271779
277821266,22054107,13,2022-04-11T12:15:00,"5th Ave & Stevenson St Pittsburgh, PA 15219",Y,Bluff,2,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",103,6,3,-79.9864656933491,40.4386152271779
275194314,22037543,99,2022-03-14T11:00:00,"200 Block Spencer Ave Pittsburgh, OH 15227",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2904,,,,
275213475,22037724,0,2022-03-14T16:22:00,"800 Block Peralta St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): Welfare Check,2304,1,1,-79.9971872310427,40.4553640196457
275216222,22037768,5,2022-03-14T17:46:00,"300 Block Sapphire Way Pittsburgh, PA 15224",N,Bloomfield,5,BURGLARY,3502 Burglary.,802,7,2,-79.9503602130675,40.4623260816273
275223751,22037759,20,2022-03-14T17:22:00,"600 Block Chislett St Pittsburgh, PA 15206",Y,East Liberty,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1113,,,,
